iteration,seconds
1,17.865381956100464
2,14.881847143173218
3,15.990732908248901
4,16.00153112411499
5,15.495831966400146
6,15.311100006103516
7,15.40009093284607
8,15.0169198513031
9,16.708009958267212
10,17.476716995239258
11,16.406836986541748
12,16.98118805885315
13,20.00716805458069
14,17.192276000976562
15,17.808353900909424
16,17.388735055923462
17,19.70502996444702
18,21.12746500968933
19,21.018476009368896
20,17.36038613319397
21,19.464514017105103
22,17.084715843200684
23,17.67975091934204
24,18.253419876098633
25,18.090439081192017
26,17.61212706565857
27,19.119035005569458
28,18.433161973953247
29,19.80416703224182
30,18.012415885925293
31,16.336721897125244
32,16.658472061157227
33,18.55519986152649
34,19.07019281387329
35,19.014477968215942
36,17.489945888519287
37,18.273396968841553
38,19.07819700241089
39,25.23856806755066
40,20.3952579498291
41,19.27919578552246
42,18.122477054595947
43,17.399902820587158
44,19.077515125274658
45,19.814642906188965
46,21.514026165008545
47,15.621060132980347
48,18.250690937042236
49,19.07388186454773
50,20.3717839717865
51,20.48058819770813
52,18.19123101234436
53,18.232593774795532
54,19.302349090576172
55,18.451887130737305
56,19.02988290786743
57,19.405874013900757
58,19.496912002563477
59,18.37709903717041
60,19.069365978240967
61,18.267587900161743
62,18.455343008041382
63,18.902079105377197
64,20.616854906082153
65,17.623908042907715
66,18.168588161468506
67,18.475711822509766
68,17.91451406478882
69,18.78288698196411
70,19.519649982452393
71,18.61677098274231
72,18.653434991836548
73,19.00889301300049
74,18.685932159423828
75,18.511312007904053
76,17.67617893218994
77,19.936700105667114
78,18.459583044052124
79,19.596258878707886
80,19.36680293083191
81,18.002970933914185
82,15.809051036834717
83,16.5815269947052
84,16.81805109977722
85,19.13787603378296
86,19.361504077911377
87,18.841805934906006
88,17.88628387451172
89,18.767157077789307
90,18.942877054214478
91,23.431278944015503
92,20.121576070785522
93,19.23174500465393
94,17.80288791656494
95,18.43628191947937
96,19.924952030181885
97,20.25075888633728
98,19.43615698814392
99,17.957771062850952
100,18.07221007347107
